id;""datafile_id"";""client_id"";""mailing_id"";""mailing_name"";""mailing_date"";""subject"";""sent"";""delivered"";""opened"";""clicked"";""bounced"";""purchased"";""currency"";""open_rate"";""click_rate"";""delivery_rate"";""subject_length"";""word_count"";""word_length"";""created_at"";""channel_type"";""header"";""body"";""link"";""segment"";;;;;;;;;;;;;;;
1626326;""1747"";""292"";NULL;""amazon.com"";""2012-09-03 00:00:00"";""Half Off Salon Package - West Valley"";""79030"";""75734"";""6589"";NULL;NULL;NULL;NULL;""8.7001874"";""0"";""95.8294318"";""30"";""7"";""4.285714285"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626327;""1747"";""292"";NULL;""amazon.com"";""2012-07-21 00:00:00"";""Half Off Us Weekly Subscription - Tucson"";""79015"";""79015"";""9877"";NULL;NULL;NULL;NULL;""12.5001581"";""0"";""100"";""34"";""7"";""4.857142857"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626328;""1747"";""292"";NULL;""amazon.com"";""2012-08-16 00:00:00"";""Italian Fare | Puget Sound Getaway - Seattle"";""79011"";""75716"";""6587"";NULL;NULL;NULL;NULL;""8.6996143"";""0"";""95.8296945"";""37"";""8"";""4.625"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626329;""1747"";""292"";NULL;""amazon.com"";""2012-08-16 00:00:00"";""Six Sessions of Laser Hair Removal | Closet Cleanse - NYC - Upper East Side"";""79011"";""79011"";""6582"";NULL;NULL;NULL;NULL;""8.3304856"";""0"";""100"";""61"";""15"";""4.066666666"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626330;""1747"";""292"";NULL;""amazon.com"";""2012-08-16 00:00:00"";""64% Off Metal Photo Print - Tucson"";""79011"";""79011"";""3295"";NULL;NULL;NULL;NULL;""4.1703054"";""0"";""100"";""28"";""7"";""4"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626331;""1747"";""292"";NULL;""amazon.com"";""2012-07-28 00:00:00"";""$6 Each for Popular Science and Popular Mechanics"";""78986"";""75692"";""9870"";NULL;NULL;NULL;NULL;""13.0396871"";""0"";""95.8296406"";""42"";""8"";""5.25"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626332;""1747"";""292"";NULL;""amazon.com"";""2012-08-17 00:00:00"";""Your Amazon.com Inquiry"";""78986"";""78986"";""23040"";NULL;NULL;NULL;NULL;""29.1697262"";""0"";""100"";""21"";""3"";""7"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626333;""1747"";""292"";NULL;""amazon.com"";""2012-08-17 00:00:00"";""Half Off Food & Drink at The Roaming Buffalo - Buffalo"";""78986"";""75692"";""13163"";NULL;NULL;NULL;NULL;""17.3902129"";""0"";""95.8296406"";""44"";""11"";""4"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626334;""1747"";""292"";NULL;""amazon.com"";""2012-08-17 00:00:00"";""69% or More Off Teeth Whitening - Tucson"";""78986"";""78986"";""13167"";NULL;NULL;NULL;NULL;""16.6700427"";""0"";""100"";""33"";""8"";""4.125"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626335;""1747"";""292"";NULL;""amazon.com"";""2012-08-17 00:00:00"";""66% Off Bartending Certification Course - Seattle"";""78986"";""75692"";""3293"";NULL;NULL;NULL;NULL;""4.3505258"";""0"";""95.8296406"";""43"";""7"";""6.142857142"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626336;""1747"";""292"";NULL;""amazon.com"";""2012-07-03 00:00:00"";""Your Amazon.com Inquiry"";""78967"";""78967"";""29613"";NULL;NULL;NULL;NULL;""37.5004748"";""0"";""100"";""21"";""3"";""7"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626337;""1747"";""292"";NULL;""amazon.com"";""2012-07-03 00:00:00"";""Half Off Food & Drink at Billy's Gourmet Hot Dogs - Denver"";""78967"";""62518"";""3288"";NULL;NULL;NULL;NULL;""5.2592853"";""0"";""79.1697797"";""47"";""12"";""3.916666666"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626338;""1747"";""292"";NULL;""amazon.com"";""2012-07-03 00:00:00"";""Best-Selling Android Phones"";""78967"";""78967"";""3293"";NULL;NULL;NULL;NULL;""4.1700963"";""0"";""100"";""25"";""3"";""8.333333333"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626339;""1747"";""292"";NULL;""amazon.com"";""2012-08-18 00:00:00"";""Newest in Diapering Products"";""78949"";""78949"";""9869"";NULL;NULL;NULL;NULL;""12.5004749"";""0"";""100"";""25"";""4"";""6.25"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626340;""1747"";""292"";NULL;""amazon.com"";""2012-08-18 00:00:00"";""$3 Off at Amazon MP3 - Buffalo"";""78949"";""75657"";""6582"";NULL;NULL;NULL;NULL;""8.6997898"";""0"";""95.8302195"";""24"";""7"";""3.428571428"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626341;""1747"";""292"";NULL;""amazon.com"";""2012-08-18 00:00:00"";""$3 Off at Amazon MP3 - Utah County"";""78949"";""78949"";""3292"";NULL;NULL;NULL;NULL;""4.1697804"";""0"";""100"";""27"";""8"";""3.375"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626342;""1747"";""292"";NULL;""amazon.com"";""2012-08-03 00:00:00"";""Motorola Unlocked and No-Contract Phones"";""78901"";""78901"";""23015"";NULL;NULL;NULL;NULL;""29.1694655"";""0"";""100"";""36"";""5"";""7.2"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626343;""1747"";""292"";NULL;""amazon.com"";""2012-08-03 00:00:00"";""Half or More Off Salon Services"";""78901"";""78901"";""3290"";NULL;NULL;NULL;NULL;""4.1697823"";""0"";""100"";""26"";""6"";""4.333333333"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626344;""1747"";""292"";NULL;""amazon.com"";""2012-09-04 00:00:00"";""86% Off Spin Classes - Boston - Metrowest"";""78871"";""78871"";""6570"";NULL;NULL;NULL;NULL;""8.3300579"";""0"";""100"";""34"";""8"";""4.25"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626345;""1747"";""292"";NULL;""amazon.com"";""2012-07-09 00:00:00"";""Half Off Food & Drink at Cafe Jenna - Arlington / Alexandria"";""78866"";""65719"";""6572"";NULL;NULL;NULL;NULL;""10.0001521"";""0"";""83.329952"";""49"";""12"";""4.083333333"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626346;""1747"";""292"";NULL;""amazon.com"";""2012-07-09 00:00:00"";""The Bean | Wine & Tapas - NYC - Downtown"";""78866"";""78866"";""6570"";NULL;NULL;NULL;NULL;""8.330586"";""0"";""100"";""31"";""10"";""3.1"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626347;""1747"";""292"";NULL;""amazon.com"";""2012-07-09 00:00:00"";""Two-Thirds or More Off Chiropractic or Acupuncture Packages - Denver"";""78866"";""59150"";""3289"";NULL;NULL;NULL;NULL;""5.5604395"";""0"";""75.0006339"";""59"";""10"";""5.9"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626348;""1747"";""292"";NULL;""amazon.com"";""2012-08-21 00:00:00"";""Half Off Food & Drink at Plum Bistro - Seattle"";""78856"";""75568"";""6574"";NULL;NULL;NULL;NULL;""8.6994495"";""0"";""95.8303743"";""37"";""10"";""3.7"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626349;""1747"";""292"";NULL;""amazon.com"";""2012-08-02 00:00:00"";""82% Off Massages"";""78827"";""78827"";""3287"";NULL;NULL;NULL;NULL;""4.169891"";""0"";""100"";""14"";""3"";""4.666666666"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626350;""1747"";""292"";NULL;""amazon.com"";""2012-07-25 00:00:00"";""$30 to Spend on Okabashi Shoes - West Valley"";""78820"";""75533"";""6571"";NULL;NULL;NULL;NULL;""8.6995088"";""0"";""95.8297386"";""36"";""9"";""4"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626351;""1747"";""292"";NULL;""amazon.com"";""2012-07-25 00:00:00"";""$30 to Spend on Fresh Summer Flowers - Bellevue/Eastside"";""78820"";""75533"";""6571"";NULL;NULL;NULL;NULL;""8.6995088"";""0"";""95.8297386"";""48"";""9"";""5.333333333"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626352;""1747"";""292"";NULL;""amazon.com"";""2012-07-20 00:00:00"";""Half Off Two Acupuncture Sessions"";""78805"";""78805"";""9851"";NULL;NULL;NULL;NULL;""12.5004758"";""0"";""100"";""29"";""5"";""5.8"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626353;""1747"";""292"";NULL;""amazon.com"";""2012-08-28 00:00:00"";""Richard Castle's New Book"";""78793"";""78793"";""13135"";NULL;NULL;NULL;NULL;""16.6702625"";""0"";""100"";""22"";""4"";""5.5"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626354;""1747"";""292"";NULL;""amazon.com"";""2012-08-28 00:00:00"";""Over Half Off Gluten-Free Food - West Valley"";""78793"";""78793"";""6563"";NULL;NULL;NULL;NULL;""8.3294201"";""0"";""100"";""37"";""8"";""4.625"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626355;""1747"";""292"";NULL;""amazon.com"";""2012-08-28 00:00:00"";""Half Off Food & Drink at Arigato - Rochester"";""78793"";""78793"";""6563"";NULL;NULL;NULL;NULL;""8.3294201"";""0"";""100"";""36"";""9"";""4"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626356;""1747"";""292"";NULL;""amazon.com"";""2012-08-28 00:00:00"";""$119 to Spend on Gallery-Wrapped Canvas - Tucson"";""78793"";""78793"";""3286"";NULL;NULL;NULL;NULL;""4.1704212"";""0"";""100"";""41"";""8"";""5.125"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626357;""1747"";""292"";NULL;""amazon.com"";""2012-07-26 00:00:00"";""Up to 60% Off Select Sandals | Men and Women"";""78787"";""72224"";""9851"";NULL;NULL;NULL;NULL;""13.6395104"";""0"";""91.6699455"";""35"";""10"";""3.5"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626358;""1747"";""292"";NULL;""amazon.com"";""2012-07-26 00:00:00"";""Half Off Acupuncture - Tucson"";""78787"";""78787"";""9848"";NULL;NULL;NULL;NULL;""12.499524"";""0"";""100"";""25"";""5"";""5"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626359;""1747"";""292"";NULL;""amazon.com"";""2012-07-26 00:00:00"";""Two-Night Stay in Las Vegas | Pest Control - West Valley"";""78787"";""78787"";""6563"";NULL;NULL;NULL;NULL;""8.3300544"";""0"";""100"";""46"";""11"";""4.181818181"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626360;""1747"";""292"";NULL;""amazon.com"";""2012-07-26 00:00:00"";""Two-Night Stay in Las Vegas | Massage Services - San Jose"";""78787"";""78787"";""6563"";NULL;NULL;NULL;NULL;""8.3300544"";""0"";""100"";""47"";""11"";""4.272727272"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626361;""1747"";""292"";NULL;""amazon.com"";""2012-07-26 00:00:00"";""75 Off """"Borderlands 2"""" Pre-order"";""78787"";""78787"";""3285"";NULL;NULL;NULL;NULL;""4.1694695"";""0"";""100"";""53"";""10"";""5.3"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626362;""1747"";""292"";NULL;""amazon.com"";""2012-09-09 00:00:00"";""61% Off Videotape-to-DVD Transfer  - West Valley"";""78786"";""75501"";""9845"";NULL;NULL;NULL;NULL;""13.0395623"";""0"";""95.8304774"";""41"";""8"";""5.125"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626363;""1747"";""292"";NULL;""amazon.com"";""2012-09-09 00:00:00"";""61% Off Videotape-to-DVD Transfer  - Utah County"";""78786"";""78786"";""3285"";NULL;NULL;NULL;NULL;""4.1695225"";""0"";""100"";""41"";""8"";""5.125"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626364;""1747"";""292"";NULL;""amazon.com"";""2012-09-01 00:00:00"";""One-Year Subscription to Rolling Stone - Tucson"";""78779"";""78779"";""3285"";NULL;NULL;NULL;NULL;""4.1698929"";""0"";""100"";""41"";""7"";""5.857142857"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626365;""1747"";""292"";NULL;""amazon.com"";""2012-09-01 00:00:00"";""One-Year Subscription to Rolling Stone - Boston - Metrowest"";""78779"";""78779"";""3285"";NULL;NULL;NULL;NULL;""4.1698929"";""0"";""100"";""51"";""9"";""5.666666666"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626366;""1747"";""292"";NULL;""amazon.com"";""2012-07-16 00:00:00"";""July Top Patio & Garden Deals"";""78773"";""78773"";""9847"";NULL;NULL;NULL;NULL;""12.500476"";""0"";""100"";""24"";""6"";""4"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626367;""1747"";""292"";NULL;""amazon.com"";""2012-08-01 00:00:00"";""Amazon Appstore: Weekly Deals and New Releases"";""78762"";""78762"";""29536"";NULL;NULL;NULL;NULL;""37.5003174"";""0"";""100"";""40"";""7"";""5.714285714"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626368;""1747"";""292"";NULL;""amazon.com"";""2012-08-01 00:00:00"";""Half Off Food & Drink at Taco Time"";""78762"";""78762"";""6561"";NULL;NULL;NULL;NULL;""8.3301592"";""0"";""100"";""27"";""8"";""3.375"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
1626369;""1747"";""292"";NULL;""amazon.com"";""2012-08-01 00:00:00"";""Playtime for Toddlers"";""78762"";""75478"";""3283"";NULL;NULL;NULL;NULL;""4.3496118"";""0"";""95.8304766"";""19"";""3"";""6.333333333"";""2016-10-07 08:41:35"";""1"";NULL;NULL;NULL;NULL",,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
